snapshot_date,center_id,sku,available_stock,reserved_stock
2024-05-20,OUJDA,SKU_00110,219,47
2024-05-20,OUJDA,SKU_00111,71,20
2024-05-20,OUJDA,SKU_00112,101,2
2024-05-20,OUJDA,SKU_00113,164,5
2024-05-20,OUJDA,SKU_00114,54,10
2024-05-20,OUJDA,SKU_00115,152,34
2024-05-20,OUJDA,SKU_00116,301,20
2024-05-20,OUJDA,SKU_00117,52,7
2024-05-20,OUJDA,SKU_00118,343,25
2024-05-20,OUJDA,SKU_00119,83,12
2024-05-20,OUJDA,SKU_00120,120,42
2024-05-20,OUJDA,SKU_00121,297,42
2024-05-20,OUJDA,SKU_00122,391,33
2024-05-20,OUJDA,SKU_00123,93,13
2024-05-20,OUJDA,SKU_00124,387,16
2024-05-20,OUJDA,SKU_00125,226,23
2024-05-20,OUJDA,SKU_00126,78,12
2024-05-20,OUJDA,SKU_00127,64,24
2024-05-20,OUJDA,SKU_00128,416,31
2024-05-20,OUJDA,SKU_00129,466,7
2024-05-20,OUJDA,SKU_00130,112,20
2024-05-20,OUJDA,SKU_00131,422,33
2024-05-20,OUJDA,SKU_00132,374,28
2024-05-20,OUJDA,SKU_00133,423,11
2024-05-20,OUJDA,SKU_00134,85,16
2024-05-20,OUJDA,SKU_00135,446,31
2024-05-20,OUJDA,SKU_00136,279,24
2024-05-20,OUJDA,SKU_00137,368,48
2024-05-20,OUJDA,SKU_00138,264,23
2024-05-20,OUJDA,SKU_00139,211,34
2024-05-20,OUJDA,SKU_00140,245,42
2024-05-20,OUJDA,SKU_00141,400,10
2024-05-20,OUJDA,SKU_00142,451,3
2024-05-20,OUJDA,SKU_00143,79,2
2024-05-20,OUJDA,SKU_00144,227,35
2024-05-20,OUJDA,SKU_00145,439,30
2024-05-20,OUJDA,SKU_00146,171,3
2024-05-20,OUJDA,SKU_00147,284,18
2024-05-20,OUJDA,SKU_00148,73,22
2024-05-20,OUJDA,SKU_00149,350,46
2024-05-20,OUJDA,SKU_00150,123,19
2024-05-20,OUJDA,SKU_00151,239,43
2024-05-20,OUJDA,SKU_00152,356,44
2024-05-20,OUJDA,SKU_00153,338,46
2024-05-20,OUJDA,SKU_00154,119,28
2024-05-20,OUJDA,SKU_00155,97,32
2024-05-20,OUJDA,SKU_00156,287,1
2024-05-20,OUJDA,SKU_00157,489,20
2024-05-20,OUJDA,SKU_00158,166,48
2024-05-20,OUJDA,SKU_00159,202,48
2024-05-20,OUJDA,SKU_00160,225,36
2024-05-20,OUJDA,SKU_00161,168,40
2024-05-20,OUJDA,SKU_00162,345,25
2024-05-20,OUJDA,SKU_00163,465,10
2024-05-20,OUJDA,SKU_00164,290,0
2024-05-20,OUJDA,SKU_00165,355,7
2024-05-20,OUJDA,SKU_00166,195,49
2024-05-20,OUJDA,SKU_00167,88,28
2024-05-20,OUJDA,SKU_00168,355,35
2024-05-20,OUJDA,SKU_00169,233,17
2024-05-20,OUJDA,SKU_00170,137,27
2024-05-20,OUJDA,SKU_00171,418,47
2024-05-20,OUJDA,SKU_00172,124,48
2024-05-20,OUJDA,SKU_00173,392,40
2024-05-20,OUJDA,SKU_00174,182,49
2024-05-20,OUJDA,SKU_00175,164,1
2024-05-20,OUJDA,SKU_00176,321,39
2024-05-20,OUJDA,SKU_00177,209,12
2024-05-20,OUJDA,SKU_00178,499,46
2024-05-20,OUJDA,SKU_00179,194,15
2024-05-20,OUJDA,SKU_00180,405,42
2024-05-20,OUJDA,SKU_00181,428,9
2024-05-20,OUJDA,SKU_00182,359,26
2024-05-20,OUJDA,SKU_00183,336,22
2024-05-20,OUJDA,SKU_00184,447,43
2024-05-20,OUJDA,SKU_00185,327,28
2024-05-20,OUJDA,SKU_00186,251,19
2024-05-20,OUJDA,SKU_00187,78,30
2024-05-20,OUJDA,SKU_00188,294,29
2024-05-20,OUJDA,SKU_00189,497,10
2024-05-20,OUJDA,SKU_00190,420,37
2024-05-20,OUJDA,SKU_00191,295,9
2024-05-20,OUJDA,SKU_00192,251,15
2024-05-20,OUJDA,SKU_00193,176,43
2024-05-20,OUJDA,SKU_00194,101,33
2024-05-20,OUJDA,SKU_00195,123,9
2024-05-20,OUJDA,SKU_00196,291,36
2024-05-20,OUJDA,SKU_00197,97,48
2024-05-20,OUJDA,SKU_00198,304,20
2024-05-20,OUJDA,SKU_00199,490,40
2024-05-20,OUJDA,SKU_00200,287,2
2024-05-20,OUJDA,SKU_00201,334,23
2024-05-20,OUJDA,SKU_00202,60,34
2024-05-20,OUJDA,SKU_00203,237,48
2024-05-20,OUJDA,SKU_00204,440,5
2024-05-20,OUJDA,SKU_00205,401,9
2024-05-20,OUJDA,SKU_00206,302,14
2024-05-20,OUJDA,SKU_00207,111,21
2024-05-20,OUJDA,SKU_00208,444,0
2024-05-20,OUJDA,SKU_00209,348,25
2024-05-20,OUJDA,SKU_00210,59,23
2024-05-20,OUJDA,SKU_00211,450,36
2024-05-20,OUJDA,SKU_00212,152,24
2024-05-20,OUJDA,SKU_00213,384,28
2024-05-20,OUJDA,SKU_00214,165,25
2024-05-20,OUJDA,SKU_00215,171,9
2024-05-20,OUJDA,SKU_00216,486,26
2024-05-20,OUJDA,SKU_00217,498,28
2024-05-20,OUJDA,SKU_00218,469,5
2024-05-20,OUJDA,SKU_00219,300,24
2024-05-20,OUJDA,SKU_00220,476,37
2024-05-20,OUJDA,SKU_00221,483,14
2024-05-20,OUJDA,SKU_00222,140,18
2024-05-20,OUJDA,SKU_00223,382,22
2024-05-20,OUJDA,SKU_00224,352,49
2024-05-20,OUJDA,SKU_00225,472,39
2024-05-20,OUJDA,SKU_00226,444,4
2024-05-20,OUJDA,SKU_00227,228,18
2024-05-20,OUJDA,SKU_00228,427,0
2024-05-20,OUJDA,SKU_00229,86,12
2024-05-20,OUJDA,SKU_00230,367,3
2024-05-20,OUJDA,SKU_00231,315,28
2024-05-20,OUJDA,SKU_00232,68,46
2024-05-20,OUJDA,SKU_00233,362,29
2024-05-20,OUJDA,SKU_00234,175,1
2024-05-20,OUJDA,SKU_00235,241,2
2024-05-20,OUJDA,SKU_00236,177,37
2024-05-20,OUJDA,SKU_00237,337,26
2024-05-20,OUJDA,SKU_00238,289,24
2024-05-20,OUJDA,SKU_00239,479,3
2024-05-20,OUJDA,SKU_00240,308,45
2024-05-20,OUJDA,SKU_00241,149,11
2024-05-20,OUJDA,SKU_00242,457,23
2024-05-20,OUJDA,SKU_00243,224,16
2024-05-20,OUJDA,SKU_00244,402,44
2024-05-20,OUJDA,SKU_00245,130,2
2024-05-20,OUJDA,SKU_00246,385,14
2024-05-20,OUJDA,SKU_00247,151,20
2024-05-20,OUJDA,SKU_00248,104,23
2024-05-20,OUJDA,SKU_00249,353,43
2024-05-20,OUJDA,SKU_00250,273,14
2024-05-20,OUJDA,SKU_00251,460,11
2024-05-20,OUJDA,SKU_00252,465,14
2024-05-20,OUJDA,SKU_00253,208,45
2024-05-20,OUJDA,SKU_00254,425,25
2024-05-20,OUJDA,SKU_00255,135,6
2024-05-20,OUJDA,SKU_00256,353,45
2024-05-20,OUJDA,SKU_00257,322,33
2024-05-20,OUJDA,SKU_00258,333,45
2024-05-20,OUJDA,SKU_00259,233,36
2024-05-20,OUJDA,SKU_00260,299,24
2024-05-20,OUJDA,SKU_00261,88,13
2024-05-20,OUJDA,SKU_00262,439,37
2024-05-20,OUJDA,SKU_00263,472,18
2024-05-20,OUJDA,SKU_00264,491,17
2024-05-20,OUJDA,SKU_00265,93,21
2024-05-20,OUJDA,SKU_00266,239,5
2024-05-20,OUJDA,SKU_00267,330,31
2024-05-20,OUJDA,SKU_00268,215,15
2024-05-20,OUJDA,SKU_00269,305,43
2024-05-20,OUJDA,SKU_00270,355,0
2024-05-20,OUJDA,SKU_00271,232,17
2024-05-20,OUJDA,SKU_00272,458,45
2024-05-20,OUJDA,SKU_00273,227,32
2024-05-20,OUJDA,SKU_00274,79,11
2024-05-20,OUJDA,SKU_00275,447,7
2024-05-20,OUJDA,SKU_00276,78,18
2024-05-20,OUJDA,SKU_00277,389,46
2024-05-20,OUJDA,SKU_00278,262,8
2024-05-20,OUJDA,SKU_00279,190,29
2024-05-20,OUJDA,SKU_00280,478,8
2024-05-20,OUJDA,SKU_00281,396,9
2024-05-20,OUJDA,SKU_00282,248,8
2024-05-20,OUJDA,SKU_00283,192,47
2024-05-20,OUJDA,SKU_00284,110,7
2024-05-20,OUJDA,SKU_00285,93,42
2024-05-20,OUJDA,SKU_00286,119,15
2024-05-20,OUJDA,SKU_00287,413,30
2024-05-20,OUJDA,SKU_00288,66,6
2024-05-20,OUJDA,SKU_00289,249,14
2024-05-20,OUJDA,SKU_00290,266,37
2024-05-20,OUJDA,SKU_00291,429,2
2024-05-20,OUJDA,SKU_00292,277,0
2024-05-20,OUJDA,SKU_00293,54,5
2024-05-20,OUJDA,SKU_00294,472,38
2024-05-20,OUJDA,SKU_00295,337,38
2024-05-20,OUJDA,SKU_00296,204,39
2024-05-20,OUJDA,SKU_00297,256,13
2024-05-20,OUJDA,SKU_00298,136,26
2024-05-20,OUJDA,SKU_00299,299,46
2024-05-20,OUJDA,SKU_00300,331,20
2024-05-20,OUJDA,SKU_00301,484,35
2024-05-20,OUJDA,SKU_00302,462,20
2024-05-20,OUJDA,SKU_00303,318,37
2024-05-20,OUJDA,SKU_00304,87,20
2024-05-20,OUJDA,SKU_00305,64,6
2024-05-20,OUJDA,SKU_00306,406,27
2024-05-20,OUJDA,SKU_00307,327,10
2024-05-20,OUJDA,SKU_00308,284,21
2024-05-20,OUJDA,SKU_00309,318,40
2024-05-20,OUJDA,SKU_00310,61,42
2024-05-20,OUJDA,SKU_00311,202,39
2024-05-20,OUJDA,SKU_00312,90,44
2024-05-20,OUJDA,SKU_00313,383,10
2024-05-20,OUJDA,SKU_00314,165,9
2024-05-20,OUJDA,SKU_00315,153,44
2024-05-20,OUJDA,SKU_00316,131,20
2024-05-20,OUJDA,SKU_00317,200,14
2024-05-20,OUJDA,SKU_00318,79,33
2024-05-20,OUJDA,SKU_00319,62,17
2024-05-20,OUJDA,SKU_00320,120,39
2024-05-20,OUJDA,SKU_00321,469,27
2024-05-20,OUJDA,SKU_00322,140,34
2024-05-20,OUJDA,SKU_00323,448,30
2024-05-20,OUJDA,SKU_00324,329,30
2024-05-20,OUJDA,SKU_00325,307,22
2024-05-20,OUJDA,SKU_00326,226,26
2024-05-20,OUJDA,SKU_00327,84,10
2024-05-20,OUJDA,SKU_00328,151,25
2024-05-20,OUJDA,SKU_00329,144,34
2024-05-20,OUJDA,SKU_00330,471,30
2024-05-20,OUJDA,SKU_00331,76,31
2024-05-20,OUJDA,SKU_00332,109,28
2024-05-20,OUJDA,SKU_00333,237,36
2024-05-20,OUJDA,SKU_00334,62,29
2024-05-20,OUJDA,SKU_00335,151,44
2024-05-20,OUJDA,SKU_00336,82,47
2024-05-20,OUJDA,SKU_00337,64,9
2024-05-20,OUJDA,SKU_00338,397,48
2024-05-20,OUJDA,SKU_00339,374,12
2024-05-20,OUJDA,SKU_00340,256,43
2024-05-20,OUJDA,SKU_00341,407,33
2024-05-20,OUJDA,SKU_00342,446,13
2024-05-20,OUJDA,SKU_00343,405,3
2024-05-20,OUJDA,SKU_00344,299,45
2024-05-20,OUJDA,SKU_00345,222,0
2024-05-20,OUJDA,SKU_00346,113,20
2024-05-20,OUJDA,SKU_00347,334,32
2024-05-20,OUJDA,SKU_00348,479,33
2024-05-20,OUJDA,SKU_00349,52,0
2024-05-20,OUJDA,SKU_00350,453,36
2024-05-20,OUJDA,SKU_00351,134,35
2024-05-20,OUJDA,SKU_00352,344,4
2024-05-20,OUJDA,SKU_00353,177,25
2024-05-20,OUJDA,SKU_00354,252,34
2024-05-20,OUJDA,SKU_00355,121,4
2024-05-20,OUJDA,SKU_00356,104,41
2024-05-20,OUJDA,SKU_00357,201,15
2024-05-20,OUJDA,SKU_00358,420,44
2024-05-20,OUJDA,SKU_00359,94,24
2024-05-20,OUJDA,SKU_00360,279,38
2024-05-20,OUJDA,SKU_00361,439,15
2024-05-20,OUJDA,SKU_00362,296,45
2024-05-20,OUJDA,SKU_00363,272,45
2024-05-20,OUJDA,SKU_00364,272,40
2024-05-20,OUJDA,SKU_00365,280,26
2024-05-20,OUJDA,SKU_00366,245,32
2024-05-20,OUJDA,SKU_00367,62,24
2024-05-20,OUJDA,SKU_00368,303,32
2024-05-20,OUJDA,SKU_00369,255,42
2024-05-20,OUJDA,SKU_00370,92,49
2024-05-20,OUJDA,SKU_00371,483,6
2024-05-20,OUJDA,SKU_00372,194,12
2024-05-20,OUJDA,SKU_00373,63,17
2024-05-20,OUJDA,SKU_00374,263,25
2024-05-20,OUJDA,SKU_00375,398,25
2024-05-20,OUJDA,SKU_00376,328,24
2024-05-20,OUJDA,SKU_00377,265,5
2024-05-20,OUJDA,SKU_00378,298,0
2024-05-20,OUJDA,SKU_00379,70,45
2024-05-20,OUJDA,SKU_00380,425,20
2024-05-20,OUJDA,SKU_00381,307,2
2024-05-20,OUJDA,SKU_00382,356,12
2024-05-20,OUJDA,SKU_00383,263,24
2024-05-20,OUJDA,SKU_00384,327,48
2024-05-20,OUJDA,SKU_00385,204,16
2024-05-20,OUJDA,SKU_00386,90,19
2024-05-20,OUJDA,SKU_00387,407,24
2024-05-20,OUJDA,SKU_00388,86,14
2024-05-20,OUJDA,SKU_00389,396,12
2024-05-20,OUJDA,SKU_00390,470,1
2024-05-20,OUJDA,SKU_00391,458,34
2024-05-20,OUJDA,SKU_00392,170,48
2024-05-20,OUJDA,SKU_00393,156,30
2024-05-20,OUJDA,SKU_00394,51,46
2024-05-20,OUJDA,SKU_00395,331,42
2024-05-20,OUJDA,SKU_00396,213,48
2024-05-20,OUJDA,SKU_00397,445,16
2024-05-20,OUJDA,SKU_00398,98,30
2024-05-20,OUJDA,SKU_00399,129,18
2024-05-20,OUJDA,SKU_00400,183,24
2024-05-20,OUJDA,SKU_00401,196,48
2024-05-20,OUJDA,SKU_00402,312,20
2024-05-20,OUJDA,SKU_00403,95,44
2024-05-20,OUJDA,SKU_00404,310,17
2024-05-20,OUJDA,SKU_00405,336,32
2024-05-20,OUJDA,SKU_00406,356,2
2024-05-20,OUJDA,SKU_00407,221,45
2024-05-20,OUJDA,SKU_00408,96,21
2024-05-20,OUJDA,SKU_00409,132,15
2024-05-20,OUJDA,SKU_00410,349,36
2024-05-20,OUJDA,SKU_00411,220,27
2024-05-20,OUJDA,SKU_00412,475,33
2024-05-20,OUJDA,SKU_00413,303,49
2024-05-20,OUJDA,SKU_00414,341,27
2024-05-20,OUJDA,SKU_00415,313,46
2024-05-20,OUJDA,SKU_00416,274,37
2024-05-20,OUJDA,SKU_00417,414,4
2024-05-20,OUJDA,SKU_00418,166,9
2024-05-20,OUJDA,SKU_00419,131,1
2024-05-20,OUJDA,SKU_00420,62,31
2024-05-20,OUJDA,SKU_00421,198,6
2024-05-20,OUJDA,SKU_00422,265,13
2024-05-20,OUJDA,SKU_00423,401,16
2024-05-20,OUJDA,SKU_00424,304,15
2024-05-20,OUJDA,SKU_00425,277,47
2024-05-20,OUJDA,SKU_00426,405,12
2024-05-20,OUJDA,SKU_00427,428,16
2024-05-20,OUJDA,SKU_00428,304,28
2024-05-20,OUJDA,SKU_00429,218,35
2024-05-20,OUJDA,SKU_00430,421,7
2024-05-20,OUJDA,SKU_00431,248,5
2024-05-20,OUJDA,SKU_00432,248,24
2024-05-20,OUJDA,SKU_00433,404,3
2024-05-20,OUJDA,SKU_00434,196,10
2024-05-20,OUJDA,SKU_00435,110,18
2024-05-20,OUJDA,SKU_00436,190,14
2024-05-20,OUJDA,SKU_00437,176,13
2024-05-20,OUJDA,SKU_00438,255,27
2024-05-20,OUJDA,SKU_00439,210,15
2024-05-20,OUJDA,SKU_00440,354,4
2024-05-20,OUJDA,SKU_00441,478,24
2024-05-20,OUJDA,SKU_00442,78,45
2024-05-20,OUJDA,SKU_00443,396,39
2024-05-20,OUJDA,SKU_00444,391,13
2024-05-20,OUJDA,SKU_00445,250,30
2024-05-20,OUJDA,SKU_00446,251,9
2024-05-20,OUJDA,SKU_00447,464,2
2024-05-20,OUJDA,SKU_00448,317,25
2024-05-20,OUJDA,SKU_00449,134,19
2024-05-20,OUJDA,SKU_00450,77,32
2024-05-20,OUJDA,SKU_00451,73,27
2024-05-20,OUJDA,SKU_00452,161,3
2024-05-20,OUJDA,SKU_00453,231,36
2024-05-20,OUJDA,SKU_00454,206,7
2024-05-20,OUJDA,SKU_00455,209,23
2024-05-20,OUJDA,SKU_00456,105,34
2024-05-20,OUJDA,SKU_00457,444,41
2024-05-20,OUJDA,SKU_00458,454,19
2024-05-20,OUJDA,SKU_00459,357,28
2024-05-20,OUJDA,SKU_00460,417,47
2024-05-20,OUJDA,SKU_00461,413,19
2024-05-20,OUJDA,SKU_00462,269,36
2024-05-20,OUJDA,SKU_00463,377,43
2024-05-20,OUJDA,SKU_00464,497,46
2024-05-20,OUJDA,SKU_00465,402,43
2024-05-20,OUJDA,SKU_00466,376,29
2024-05-20,OUJDA,SKU_00467,324,22
2024-05-20,OUJDA,SKU_00468,398,40
2024-05-20,OUJDA,SKU_00469,348,36
2024-05-20,OUJDA,SKU_00470,54,48
2024-05-20,OUJDA,SKU_00471,69,1
2024-05-20,OUJDA,SKU_00472,412,17
2024-05-20,OUJDA,SKU_00473,361,9
2024-05-20,OUJDA,SKU_00474,68,12
2024-05-20,OUJDA,SKU_00475,338,25
2024-05-20,OUJDA,SKU_00476,175,35
2024-05-20,OUJDA,SKU_00477,59,42
2024-05-20,OUJDA,SKU_00478,431,22
2024-05-20,OUJDA,SKU_00479,424,14
2024-05-20,OUJDA,SKU_00480,476,31
2024-05-20,OUJDA,SKU_00481,197,31
2024-05-20,OUJDA,SKU_00482,272,19
2024-05-20,OUJDA,SKU_00483,137,5
2024-05-20,OUJDA,SKU_00484,229,22
2024-05-20,OUJDA,SKU_00485,135,45
2024-05-20,OUJDA,SKU_00486,71,16
2024-05-20,OUJDA,SKU_00487,232,41
2024-05-20,OUJDA,SKU_00488,133,27
2024-05-20,OUJDA,SKU_00489,450,5
2024-05-20,OUJDA,SKU_00490,474,42
2024-05-20,OUJDA,SKU_00491,467,29
2024-05-20,OUJDA,SKU_00492,54,39
2024-05-20,OUJDA,SKU_00493,256,4
2024-05-20,OUJDA,SKU_00494,148,6
2024-05-20,OUJDA,SKU_00495,173,47
2024-05-20,OUJDA,SKU_00496,455,29
2024-05-20,OUJDA,SKU_00497,83,18
2024-05-20,OUJDA,SKU_00498,256,9
2024-05-20,OUJDA,SKU_00499,463,2
2024-05-20,OUJDA,SKU_00500,491,25
2024-05-20,OUJDA,SKU_00501,114,16
2024-05-20,OUJDA,SKU_00502,110,19
2024-05-20,OUJDA,SKU_00503,268,15
2024-05-20,OUJDA,SKU_00504,436,0
2024-05-20,OUJDA,SKU_00505,435,23
2024-05-20,OUJDA,SKU_00506,68,43
2024-05-20,OUJDA,SKU_00507,122,37
2024-05-20,OUJDA,SKU_00508,332,2
2024-05-20,OUJDA,SKU_00509,91,23
2024-05-20,OUJDA,SKU_00510,381,33
2024-05-20,OUJDA,SKU_00511,228,2
2024-05-20,OUJDA,SKU_00512,383,19
2024-05-20,OUJDA,SKU_00513,88,0
2024-05-20,OUJDA,SKU_00514,434,34
2024-05-20,OUJDA,SKU_00515,176,20
2024-05-20,OUJDA,SKU_00516,226,18
2024-05-20,OUJDA,SKU_00517,461,28
2024-05-20,OUJDA,SKU_00518,196,46
2024-05-20,OUJDA,SKU_00519,86,8
2024-05-20,OUJDA,SKU_00520,242,25
2024-05-20,OUJDA,SKU_00521,62,32
2024-05-20,OUJDA,SKU_00522,357,47
2024-05-20,OUJDA,SKU_00523,482,15
2024-05-20,OUJDA,SKU_00524,253,25
2024-05-20,OUJDA,SKU_00525,399,43
2024-05-20,OUJDA,SKU_00526,443,29
2024-05-20,OUJDA,SKU_00527,222,26
2024-05-20,OUJDA,SKU_00528,343,24
2024-05-20,OUJDA,SKU_00529,248,18
2024-05-20,OUJDA,SKU_00530,251,9
2024-05-20,OUJDA,SKU_00531,186,18
2024-05-20,OUJDA,SKU_00532,441,1
2024-05-20,OUJDA,SKU_00533,118,18
2024-05-20,OUJDA,SKU_00534,239,40
2024-05-20,OUJDA,SKU_00535,161,34
2024-05-20,OUJDA,SKU_00536,241,7
2024-05-20,OUJDA,SKU_00537,316,11
2024-05-20,OUJDA,SKU_00538,91,30
2024-05-20,OUJDA,SKU_00539,282,20
2024-05-20,OUJDA,SKU_00540,440,1
2024-05-20,OUJDA,SKU_00541,300,12
2024-05-20,OUJDA,SKU_00542,261,43
2024-05-20,OUJDA,SKU_00543,417,39
2024-05-20,OUJDA,SKU_00544,449,42
2024-05-20,OUJDA,SKU_00545,129,32
2024-05-20,OUJDA,SKU_00546,373,29
2024-05-20,OUJDA,SKU_00547,372,11
2024-05-20,OUJDA,SKU_00548,198,34
2024-05-20,OUJDA,SKU_00549,270,32
2024-05-20,OUJDA,SKU_00550,288,41
2024-05-20,OUJDA,SKU_00551,114,13
2024-05-20,OUJDA,SKU_00552,436,25
2024-05-20,OUJDA,SKU_00553,397,35
2024-05-20,OUJDA,SKU_00554,333,38
2024-05-20,OUJDA,SKU_00555,174,12
2024-05-20,OUJDA,SKU_00556,470,26
2024-05-20,OUJDA,SKU_00557,471,18
2024-05-20,OUJDA,SKU_00558,353,34
2024-05-20,OUJDA,SKU_00559,266,48
2024-05-20,OUJDA,SKU_00560,377,42
2024-05-20,OUJDA,SKU_00561,420,1
2024-05-20,OUJDA,SKU_00562,445,5
2024-05-20,OUJDA,SKU_00563,182,26
2024-05-20,OUJDA,SKU_00564,381,22
2024-05-20,OUJDA,SKU_00565,456,40
2024-05-20,OUJDA,SKU_00566,233,35
2024-05-20,OUJDA,SKU_00567,265,43
2024-05-20,OUJDA,SKU_00568,264,37
2024-05-20,OUJDA,SKU_00569,326,34
2024-05-20,OUJDA,SKU_00570,372,15
2024-05-20,OUJDA,SKU_00571,481,10
2024-05-20,OUJDA,SKU_00572,61,30
2024-05-20,OUJDA,SKU_00573,56,15
2024-05-20,OUJDA,SKU_00574,147,38
2024-05-20,OUJDA,SKU_00575,493,46
2024-05-20,OUJDA,SKU_00576,434,48
2024-05-20,OUJDA,SKU_00577,129,41
2024-05-20,OUJDA,SKU_00578,125,46
2024-05-20,OUJDA,SKU_00579,171,27
2024-05-20,OUJDA,SKU_00580,494,24
2024-05-20,OUJDA,SKU_00581,96,38
